TM,Actual,DoubleEncoderTransformer,Transformer,LSTM,GRU,CNN
2018-06-22 07:00:00,-0.8299696,-0.85642076,-0.82856345,-0.83015996,-0.829754,-0.82334757
2018-06-22 08:00:00,-0.8298571,-0.85632956,-0.8284832,-0.82996917,-0.8296062,-0.82327557
2018-06-22 09:00:00,-0.8297011,-0.85621005,-0.8283232,-0.8297317,-0.8294467,-0.82324433
2018-06-22 10:00:00,-0.82950276,-0.85605717,-0.828027,-0.8295287,-0.82927024,-0.8231976
2018-06-22 11:00:00,-0.8292743,-0.85585886,-0.82773757,-0.82939565,-0.8290644,-0.82308567
2018-06-22 12:00:00,-0.82899016,-0.8556353,-0.8275101,-0.8292535,-0.82880706,-0.8229989
2018-06-22 13:00:00,-0.8286507,-0.8553579,-0.8273375,-0.8289784,-0.82847595,-0.82283497
2018-06-22 14:00:00,-0.82823014,-0.8550321,-0.82707584,-0.82854164,-0.8280947,-0.8226253
2018-06-22 15:00:00,-0.82783496,-0.854627,-0.82664514,-0.8280526,-0.82767296,-0.822441
2018-06-22 16:00:00,-0.8274939,-0.8542559,-0.8261852,-0.82766587,-0.82728475,-0.8222835
2018-06-22 17:00:00,-0.82722473,-0.8539362,-0.82584834,-0.82743865,-0.826961,-0.82203114
2018-06-22 18:00:00,-0.82693607,-0.85368204,-0.8256625,-0.8272751,-0.8266816,-0.82184017
2018-06-22 19:00:00,-0.82659924,-0.85339963,-0.82544076,-0.82701695,-0.8263766,-0.82173413
2018-06-22 20:00:00,-0.82620716,-0.8530755,-0.82510495,-0.8265861,-0.826018,-0.82162005
2018-06-22 21:00:00,-0.825791,-0.8526987,-0.8246499,-0.82604784,-0.82560956,-0.8214108
2018-06-22 22:00:00,-0.8253905,-0.8523033,-0.82420707,-0.8255413,-0.8252029,-0.821228
2018-06-22 23:00:00,-0.82503384,-0.8519246,-0.8238139,-0.82515943,-0.824833,-0.8210676
2018-06-23 00:00:00,-0.8247067,-0.85158956,-0.8235657,-0.8248951,-0.82450986,-0.8209176
2018-06-23 01:00:00,-0.8244157,-0.8512794,-0.8233181,-0.8246724,-0.824206,-0.8208137
2018-06-23 02:00:00,-0.8241485,-0.85100406,-0.82306606,-0.8244172,-0.8239099,-0.82071966
2018-06-23 03:00:00,-0.82388234,-0.8507532,-0.82279646,-0.8241053,-0.8236292,-0.8205766
2018-06-23 04:00:00,-0.82360166,-0.85050213,-0.8225704,-0.8237661,-0.82336354,-0.82039744
2018-06-23 05:00:00,-0.8233134,-0.85023504,-0.82232386,-0.8234436,-0.82310754,-0.8202547
2018-06-23 06:00:00,-0.8230069,-0.8499615,-0.8220655,-0.8231622,-0.8228555,-0.8201064
2018-06-23 07:00:00,-0.8226956,-0.8496733,-0.82177716,-0.82292086,-0.82259214,-0.8199363
2018-06-23 08:00:00,-0.8224029,-0.8493803,-0.8214917,-0.82270044,-0.82230484,-0.8197485
2018-06-23 09:00:00,-0.82214147,-0.8491066,-0.8212141,-0.8224707,-0.8220053,-0.81955975
2018-06-23 10:00:00,-0.821869,-0.84886134,-0.8209894,-0.8222043,-0.8217123,-0.819349
2018-06-23 11:00:00,-0.8215658,-0.8486035,-0.820762,-0.82189745,-0.8214233,-0.8191438
2018-06-23 12:00:00,-0.8212455,-0.8483144,-0.8204844,-0.82157445,-0.82112575,-0.81894565
2018-06-23 13:00:00,-0.8209243,-0.84801173,-0.8201779,-0.82126826,-0.8208227,-0.81873834
2018-06-23 14:00:00,-0.8206138,-0.8477096,-0.8198837,-0.820994,-0.82051784,-0.818501
2018-06-23 15:00:00,-0.82030374,-0.8474182,-0.8196176,-0.82073915,-0.82021445,-0.8182711
2018-06-23 16:00:00,-0.82000566,-0.84712464,-0.8193399,-0.82047796,-0.8199072,-0.8180519
2018-06-23 17:00:00,-0.8197122,-0.846841,-0.8190687,-0.8201949,-0.8196007,-0.81783533
2018-06-23 18:00:00,-0.8194363,-0.8465588,-0.818784,-0.81989413,-0.8192972,-0.8176162
2018-06-23 19:00:00,-0.81916636,-0.84629333,-0.8185074,-0.819592,-0.8190071,-0.8174012
2018-06-23 20:00:00,-0.8188907,-0.846036,-0.8182299,-0.8193025,-0.8187313,-0.8171743
2018-06-23 21:00:00,-0.81862617,-0.84577525,-0.81796646,-0.8190281,-0.8184594,-0.8169428
2018-06-23 22:00:00,-0.81836265,-0.8455262,-0.8177133,-0.8187588,-0.81818867,-0.81671834
2018-06-23 23:00:00,-0.8180904,-0.8452771,-0.81746286,-0.8184804,-0.8179164,-0.81649524
2018-06-24 00:00:00,-0.81782395,-0.84501946,-0.81719846,-0.8181873,-0.81763875,-0.81625915
2018-06-24 01:00:00,-0.81755614,-0.8447632,-0.81694436,-0.8178871,-0.8173633,-0.8160149
2018-06-24 02:00:00,-0.81730074,-0.8445028,-0.8166808,-0.81759536,-0.8170948,-0.8157714
2018-06-24 03:00:00,-0.8170465,-0.84425217,-0.81643164,-0.817325,-0.81684065,-0.8155221
2018-06-24 04:00:00,-0.8167839,-0.844006,-0.8161819,-0.8170797,-0.8165962,-0.81526345
2018-06-24 05:00:00,-0.8165311,-0.84375,-0.8159287,-0.8168499,-0.81634784,-0.8149967
2018-06-24 06:00:00,-0.81628317,-0.8435086,-0.81568307,-0.81661403,-0.8160943,-0.8147278
2018-06-24 07:00:00,-0.8160277,-0.8432709,-0.8154473,-0.8163529,-0.8158372,-0.8144504
2018-06-24 08:00:00,-0.8157586,-0.8430271,-0.81519866,-0.8160668,-0.8155768,-0.8141686
2018-06-24 09:00:00,-0.81549037,-0.842764,-0.8149333,-0.81577903,-0.81531423,-0.8138817
2018-06-24 10:00:00,-0.8152192,-0.8425026,-0.8146684,-0.81551564,-0.8150566,-0.81358624
2018-06-24 11:00:00,-0.81496036,-0.84223795,-0.8144128,-0.8152819,-0.81480134,-0.8132807
2018-06-24 12:00:00,-0.8147158,-0.8419826,-0.81417644,-0.8150557,-0.8145479,-0.8129843
2018-06-24 13:00:00,-0.8145013,-0.8417411,-0.81395483,-0.8148083,-0.8142985,-0.81269896
2018-06-24 14:00:00,-0.8142896,-0.8415301,-0.8137493,-0.8145359,-0.81406903,-0.8124159
2018-06-24 15:00:00,-0.81409645,-0.84132105,-0.81353366,-0.81427103,-0.81386304,-0.8121256
2018-06-24 16:00:00,-0.8139218,-0.84112597,-0.8133294,-0.8140563,-0.81368643,-0.81183535
2018-06-24 17:00:00,-0.81376094,-0.8409481,-0.8131535,-0.81390274,-0.8135336,-0.8115434
2018-06-24 18:00:00,-0.8136185,-0.8407809,-0.813003,-0.8137749,-0.8133886,-0.81125295
2018-06-24 19:00:00,-0.81349266,-0.84063566,-0.81287104,-0.8136219,-0.8132431,-0.8109771
2018-06-24 20:00:00,-0.8133611,-0.84050965,-0.8127392,-0.81342834,-0.81310457,-0.8107108
2018-06-24 21:00:00,-0.8132486,-0.8403871,-0.8125844,-0.81323594,-0.8129792,-0.81043434
2018-06-24 22:00:00,-0.8131619,-0.84027994,-0.81244195,-0.8131064,-0.81288177,-0.8101571
2018-06-24 23:00:00,-0.8131022,-0.84019595,-0.81233674,-0.8130601,-0.81281316,-0.8099019
2018-06-25 00:00:00,-0.8130479,-0.8401331,-0.8122719,-0.8130519,-0.812759,-0.8096429
2018-06-25 01:00:00,-0.8129782,-0.84007645,-0.8122152,-0.8130092,-0.8126961,-0.80935943
2018-06-25 02:00:00,-0.8129001,-0.84000325,-0.8121285,-0.8128981,-0.8126126,-0.80905753
2018-06-25 03:00:00,-0.8128194,-0.8399255,-0.81201655,-0.8127506,-0.8125217,-0.8087598
2018-06-25 04:00:00,-0.8127382,-0.8398467,-0.8118966,-0.8126335,-0.81244224,-0.808458
2018-06-25 05:00:00,-0.81266207,-0.8397671,-0.81178916,-0.81258744,-0.8123779,-0.8081934
2018-06-25 06:00:00,-0.8125954,-0.8396927,-0.8117039,-0.81259143,-0.8123168,-0.80795085
2018-06-25 07:00:00,-0.8125196,-0.8396322,-0.8116376,-0.81258386,-0.81224686,-0.8076673
2018-06-25 08:00:00,-0.81243896,-0.83956426,-0.8115516,-0.8125202,-0.81215894,-0.8072971
2018-06-25 09:00:00,-0.8123599,-0.8394902,-0.8114434,-0.81241125,-0.81206465,-0.8069341
2018-06-25 10:00:00,-0.81228477,-0.8394175,-0.8113222,-0.812309,-0.81198275,-0.80661315
2018-06-25 11:00:00,-0.8122199,-0.83935106,-0.8112058,-0.81225896,-0.8119211,-0.8063094
2018-06-25 12:00:00,-0.8121696,-0.83929443,-0.8111113,-0.81225973,-0.81187266,-0.8060173
2018-06-25 13:00:00,-0.81211776,-0.8392507,-0.81104183,-0.8122674,-0.811826,-0.8057394
2018-06-25 14:00:00,-0.81206715,-0.83920586,-0.8109691,-0.81223774,-0.8117686,-0.8054227
2018-06-25 15:00:00,-0.8119972,-0.8391578,-0.81088996,-0.81216305,-0.811705,-0.80509686
2018-06-25 16:00:00,-0.8119073,-0.8390851,-0.8107858,-0.81207496,-0.81163806,-0.8048236
2018-06-25 17:00:00,-0.81180185,-0.8389962,-0.8106667,-0.8120091,-0.81156737,-0.8045601
2018-06-25 18:00:00,-0.81168485,-0.8388982,-0.81054467,-0.81197053,-0.81148666,-0.80426264
2018-06-25 19:00:00,-0.8115631,-0.8387902,-0.8104242,-0.8119302,-0.8113877,-0.80395544
2018-06-25 20:00:00,-0.8114426,-0.83867735,-0.81029654,-0.8118571,-0.81127125,-0.80367684
2018-06-25 21:00:00,-0.8113297,-0.83856225,-0.8101601,-0.81175035,-0.8111483,-0.80339515
2018-06-25 22:00:00,-0.8112242,-0.83845425,-0.81001914,-0.811639,-0.81103444,-0.8031099
2018-06-25 23:00:00,-0.8111015,-0.8383516,-0.80988884,-0.8115525,-0.8109355,-0.8028164
2018-06-26 00:00:00,-0.81096435,-0.8382349,-0.8097574,-0.8114875,-0.8108331,-0.8025087
2018-06-26 01:00:00,-0.8108225,-0.8381037,-0.8096291,-0.81140643,-0.8107085,-0.80217755
2018-06-26 02:00:00,-0.8106835,-0.83796734,-0.8095001,-0.8112703,-0.8105607,-0.80187535
2018-06-26 03:00:00,-0.8105515,-0.83783114,-0.80936694,-0.8110818,-0.8104079,-0.8015922
2018-06-26 04:00:00,-0.8104282,-0.837702,-0.80922616,-0.8108973,-0.8102745,-0.8013048
2018-06-26 05:00:00,-0.8103147,-0.8375809,-0.80909514,-0.8107856,-0.8101729,-0.8010028
2018-06-26 06:00:00,-0.8102217,-0.837471,-0.8089889,-0.8107632,-0.8100922,-0.80070734
2018-06-26 07:00:00,-0.8101555,-0.8373834,-0.80892503,-0.8107678,-0.8100116,-0.80041486
2018-06-26 08:00:00,-0.8100775,-0.83732176,-0.8088849,-0.81070495,-0.8099195,-0.80011976
2018-06-26 09:00:00,-0.80998904,-0.83724463,-0.8088128,-0.810535,-0.8098094,-0.79981685
2018-06-26 10:00:00,-0.80987537,-0.8371534,-0.8087024,-0.81031615,-0.80969846,-0.7995038
2018-06-26 11:00:00,-0.8097672,-0.83703613,-0.80856764,-0.8101536,-0.80959713,-0.79917824
2018-06-26 12:00:00,-0.8096771,-0.8369255,-0.8084612,-0.81009597,-0.809507,-0.79885525
2018-06-26 13:00:00,-0.8095814,-0.8368349,-0.808409,-0.81008166,-0.8094124,-0.7985393
2018-06-26 14:00:00,-0.8094307,-0.83673835,-0.8083664,-0.809995,-0.8092872,-0.79822075
2018-06-26 15:00:00,-0.8092333,-0.83658355,-0.80826044,-0.8097789,-0.80911016,-0.7978796
2018-06-26 16:00:00,-0.8090484,-0.83637846,-0.8080859,-0.8094879,-0.8088987,-0.79751825
2018-06-26 17:00:00,-0.8088788,-0.8361831,-0.8079194,-0.8092347,-0.80870587,-0.79714876
2018-06-26 18:00:00,-0.8087235,-0.836005,-0.8077824,-0.8090897,-0.80855244,-0.7967859
2018-06-26 19:00:00,-0.80858874,-0.8358442,-0.8076789,-0.80902684,-0.80841863,-0.7964324
2018-06-26 20:00:00,-0.80845433,-0.8357047,-0.80759573,-0.8089532,-0.80827713,-0.7960782
2018-06-26 21:00:00,-0.80829924,-0.83556235,-0.8075053,-0.80879194,-0.808111,-0.7957039
2018-06-26 22:00:00,-0.8081257,-0.8353955,-0.80737734,-0.80854124,-0.80792105,-0.7953105
2018-06-26 23:00:00,-0.8079354,-0.8352076,-0.8072228,-0.8082619,-0.8077242,-0.7949116
2018-06-27 00:00:00,-0.807726,-0.8349975,-0.80705464,-0.80801743,-0.8075324,-0.7945159
2018-06-27 01:00:00,-0.80750436,-0.83476996,-0.8068803,-0.8078224,-0.80733645,-0.79412377
2018-06-27 02:00:00,-0.80729914,-0.8345333,-0.8067002,-0.80763924,-0.8071206,-0.7937342
2018-06-27 03:00:00,-0.80708885,-0.83431196,-0.80654,-0.8074196,-0.8068906,-0.79335296
2018-06-27 04:00:00,-0.80686873,-0.834082,-0.80637974,-0.80714923,-0.8066543,-0.7929792
2018-06-27 05:00:00,-0.806639,-0.83383906,-0.8061853,-0.80685586,-0.8064167,-0.7926165
2018-06-27 06:00:00,-0.8063974,-0.8335866,-0.8059715,-0.8065723,-0.8061789,-0.7922615
2018-06-27 07:00:00,-0.8061472,-0.8333252,-0.8057433,-0.8063019,-0.80593103,-0.7919081
2018-06-27 08:00:00,-0.8058853,-0.8330577,-0.8055151,-0.80601746,-0.80566466,-0.79155684
2018-06-27 09:00:00,-0.8055884,-0.832779,-0.8052579,-0.80569535,-0.80537426,-0.79121804
2018-06-27 10:00:00,-0.8052733,-0.8324634,-0.80497247,-0.80534613,-0.8050594,-0.79089767
2018-06-27 11:00:00,-0.80490726,-0.83212847,-0.80465436,-0.8050055,-0.80472803,-0.79060745
2018-06-27 12:00:00,-0.8044733,-0.8317453,-0.8042824,-0.80469185,-0.804364,-0.7903311
2018-06-27 13:00:00,-0.80396444,-0.8312996,-0.8038373,-0.8043731,-0.80393445,-0.7900611
2018-06-27 14:00:00,-0.80340135,-0.830784,-0.80339086,-0.8039811,-0.80342174,-0.7897712
2018-06-27 15:00:00,-0.80279946,-0.83021677,-0.80289584,-0.8034628,-0.8028345,-0.78947616
2018-06-27 16:00:00,-0.8021469,-0.8296111,-0.80233634,-0.8028273,-0.80220056,-0.7891655
2018-06-27 17:00:00,-0.8014807,-0.8289561,-0.8016889,-0.80214477,-0.8015365,-0.7888325
2018-06-27 18:00:00,-0.8008135,-0.82829136,-0.80105716,-0.8014845,-0.8008566,-0.7884804
2018-06-27 19:00:00,-0.8001294,-0.8276323,-0.8003956,-0.80084455,-0.8001534,-0.7881309
2018-06-27 20:00:00,-0.7994407,-0.8269605,-0.7997291,-0.80015326,-0.79940724,-0.7877705
2018-06-27 21:00:00,-0.79875726,-0.8262799,-0.7990784,-0.79935044,-0.79863536,-0.78737783
2018-06-27 22:00:00,-0.7980778,-0.82559574,-0.7983737,-0.7984694,-0.79787207,-0.7869513
2018-06-27 23:00:00,-0.79738927,-0.8249142,-0.79756516,-0.7976355,-0.7971559,-0.7865039
2018-06-28 00:00:00,-0.79668486,-0.8242295,-0.7967917,-0.796978,-0.79649496,-0.78603464
2018-06-28 01:00:00,-0.795986,-0.8235364,-0.79616046,-0.7965114,-0.7958697,-0.7856061
2018-06-28 02:00:00,-0.795278,-0.8228556,-0.7956131,-0.79609585,-0.7952208,-0.7853003
2018-06-28 03:00:00,-0.7945666,-0.82216245,-0.7951011,-0.7955386,-0.7945126,-0.78518337
2018-06-28 04:00:00,-0.79383576,-0.8214607,-0.7944497,-0.79476213,-0.7937428,-0.7850024
2018-06-28 05:00:00,-0.7930795,-0.820741,-0.7936616,-0.7938595,-0.79294676,-0.78468347
2018-06-28 06:00:00,-0.792263,-0.8199941,-0.7926568,-0.7929857,-0.7921284,-0.78431946
2018-06-28 07:00:00,-0.79135275,-0.8191822,-0.7917408,-0.7921871,-0.79129106,-0.78383315
2018-06-28 08:00:00,-0.7903517,-0.8182844,-0.7907132,-0.79133445,-0.7903577,-0.7834056
2018-06-28 09:00:00,-0.78925276,-0.81729317,-0.7896387,-0.7902229,-0.78927374,-0.7830342
2018-06-28 10:00:00,-0.78798896,-0.8162044,-0.7883137,-0.78879863,-0.7880416,-0.7826109
2018-06-28 11:00:00,-0.78656596,-0.81495404,-0.78688264,-0.7872896,-0.7867586,-0.7820277
2018-06-28 12:00:00,-0.7853284,-0.8135428,-0.7854015,-0.7860453,-0.7854983,-0.7816441
2018-06-28 13:00:00,-0.7844168,-0.8123225,-0.7845006,-0.7852444,-0.7844187,-0.78171223
2018-06-28 14:00:00,-0.7836358,-0.81143785,-0.78389084,-0.7847633,-0.783617,-0.7820164
2018-06-28 15:00:00,-0.7830188,-0.81068766,-0.78354645,-0.7843302,-0.7829734,-0.7820748
2018-06-28 16:00:00,-0.7825334,-0.81010544,-0.7832431,-0.7837589,-0.7824446,-0.7818991
2018-06-28 17:00:00,-0.78219,-0.8096528,-0.78291535,-0.78307825,-0.78202987,-0.78158706
2018-06-28 18:00:00,-0.78194433,-0.8093407,-0.78254753,-0.7824711,-0.7817645,-0.78136146
2018-06-28 19:00:00,-0.7817652,-0.8091231,-0.78221345,-0.7820922,-0.7816237,-0.78117275
2018-06-28 20:00:00,-0.7816288,-0.80897367,-0.7818986,-0.7819391,-0.7815617,-0.78097004
2018-06-28 21:00:00,-0.7815575,-0.80887103,-0.7816621,-0.7818851,-0.781509,-0.78059465
2018-06-28 22:00:00,-0.7815358,-0.80883723,-0.7815852,-0.78180236,-0.7814479,-0.78026456
2018-06-28 23:00:00,-0.78157985,-0.80885184,-0.78159875,-0.7816604,-0.7814034,-0.78002334
2018-06-29 00:00:00,-0.78165543,-0.8089311,-0.7817427,-0.7815324,-0.78143656,-0.77990353
2018-06-29 01:00:00,-0.7817254,-0.80903006,-0.78194684,-0.78152305,-0.7815521,-0.77989566
2018-06-29 02:00:00,-0.78179115,-0.8091174,-0.7821431,-0.7816766,-0.78170824,-0.77993035
2018-06-29 03:00:00,-0.78184164,-0.809196,-0.7822603,-0.78194004,-0.78186053,-0.779997
2018-06-29 04:00:00,-0.7818943,-0.8092531,-0.7823698,-0.78220797,-0.78197277,-0.77998716
2018-06-29 05:00:00,-0.7819412,-0.809307,-0.7824654,-0.7823965,-0.78203493,-0.7799374
2018-06-29 06:00:00,-0.7819725,-0.8093519,-0.7824669,-0.78248614,-0.7820595,-0.77991116
2018-06-29 07:00:00,-0.7820011,-0.8093881,-0.7823767,-0.78251535,-0.78206074,-0.7798728
2018-06-29 08:00:00,-0.7820169,-0.8094239,-0.78228855,-0.78253573,-0.78205013,-0.7797747
2018-06-29 09:00:00,-0.7820335,-0.80944985,-0.78220844,-0.7825673,-0.782024,-0.7796895
2018-06-29 10:00:00,-0.7820649,-0.8094746,-0.7821863,-0.7825908,-0.78198946,-0.7796589
2018-06-29 11:00:00,-0.7820875,-0.80951095,-0.7822324,-0.7825793,-0.7819617,-0.7796934
2018-06-29 12:00:00,-0.7820786,-0.80953264,-0.7822808,-0.78253144,-0.78194505,-0.77975786
2018-06-29 13:00:00,-0.7820688,-0.8095251,-0.782266,-0.78247243,-0.7819306,-0.7798485
2018-06-29 14:00:00,-0.7820628,-0.80951977,-0.78224367,-0.7824272,-0.7819262,-0.7799164
2018-06-29 15:00:00,-0.7820356,-0.8095218,-0.7822468,-0.7824014,-0.78193176,-0.77997077
2018-06-29 16:00:00,-0.781991,-0.80948853,-0.782227,-0.7823866,-0.78192985,-0.7800139
2018-06-29 17:00:00,-0.7819373,-0.80942833,-0.7821517,-0.78237456,-0.7819077,-0.7800798
2018-06-29 18:00:00,-0.7818834,-0.8093475,-0.78206265,-0.7823629,-0.781865,-0.78010774
2018-06-29 19:00:00,-0.7818331,-0.8092615,-0.7819642,-0.78234154,-0.7818033,-0.78010154
2018-06-29 20:00:00,-0.78176445,-0.8091889,-0.7818689,-0.782286,-0.78172565,-0.7800896
2018-06-29 21:00:00,-0.781676,-0.80911255,-0.7817835,-0.78217596,-0.78163195,-0.78007996
2018-06-29 22:00:00,-0.7815721,-0.8090311,-0.7817065,-0.78202224,-0.781528,-0.78006554
2018-06-29 23:00:00,-0.7814766,-0.80893594,-0.7816256,-0.78186125,-0.78142244,-0.78006846
2018-06-30 00:00:00,-0.78138757,-0.80884564,-0.78154254,-0.78172845,-0.78132355,-0.7800605
2018-06-30 01:00:00,-0.7812982,-0.8087388,-0.7814729,-0.7816355,-0.78124,-0.78002536
2018-06-30 02:00:00,-0.7812054,-0.80861354,-0.7813997,-0.78156626,-0.78115547,-0.77998596
2018-06-30 03:00:00,-0.7811061,-0.8084712,-0.78130877,-0.7814885,-0.78106475,-0.7799506
2018-06-30 04:00:00,-0.7809976,-0.80834377,-0.78121454,-0.78138447,-0.78095937,-0.7798985
2018-06-30 05:00:00,-0.780877,-0.8082223,-0.78110033,-0.7812625,-0.7808559,-0.7798152
2018-06-30 06:00:00,-0.78074193,-0.8081164,-0.78091794,-0.78113776,-0.78072935,-0.7797431
2018-06-30 07:00:00,-0.7805921,-0.8079933,-0.7807567,-0.78100556,-0.78058314,-0.7796286
2018-06-30 08:00:00,-0.78041965,-0.807856,-0.7806481,-0.7808426,-0.7804005,-0.7794861
2018-06-30 09:00:00,-0.78019124,-0.807663,-0.7806014,-0.78062165,-0.7802005,-0.77932364
2018-06-30 10:00:00,-0.77992135,-0.80740803,-0.7804141,-0.780331,-0.77993643,-0.7791894
2018-06-30 11:00:00,-0.77962744,-0.80710584,-0.7802117,-0.779988,-0.7796432,-0.7789934
2018-06-30 12:00:00,-0.7793202,-0.8067918,-0.7798226,-0.7796292,-0.77931434,-0.7787783
2018-06-30 13:00:00,-0.77901095,-0.8064637,-0.7795158,-0.779277,-0.7789867,-0.7785805
2018-06-30 14:00:00,-0.77870506,-0.8061365,-0.7792435,-0.7789358,-0.7786414,-0.77845025
2018-06-30 15:00:00,-0.778384,-0.80580556,-0.779076,-0.77862084,-0.77834374,-0.7783344
2018-06-30 16:00:00,-0.7780506,-0.8054438,-0.778744,-0.778355,-0.77804124,-0.7783413
2018-06-30 17:00:00,-0.777689,-0.80506045,-0.778311,-0.77813184,-0.77772737,-0.7782994
2018-06-30 18:00:00,-0.7773117,-0.8046562,-0.77770996,-0.77790606,-0.77735806,-0.77818406
2018-06-30 19:00:00,-0.7769299,-0.8042624,-0.77739835,-0.77761805,-0.7769846,-0.7778944
2018-06-30 20:00:00,-0.7765325,-0.8038905,-0.7772237,-0.777214,-0.77657795,-0.77776814
2018-06-30 21:00:00,-0.77614886,-0.80352616,-0.77691424,-0.7767063,-0.776173,-0.7775041
2018-06-30 22:00:00,-0.77576035,-0.80317366,-0.7765529,-0.7761943,-0.7758007,-0.7772205
2018-06-30 23:00:00,-0.77536666,-0.80280334,-0.77609944,-0.77577937,-0.7754377,-0.77686256
2018-07-01 00:00:00,-0.77497715,-0.8024075,-0.7754421,-0.77544373,-0.7750244,-0.77657783
2018-07-01 01:00:00,-0.77459836,-0.8020103,-0.7753075,-0.77509934,-0.7745789,-0.77608
2018-07-01 02:00:00,-0.7742329,-0.80161643,-0.7751602,-0.7746851,-0.774176,-0.7754543
2018-07-01 03:00:00,-0.7738746,-0.80124074,-0.77463365,-0.7742321,-0.7737482,-0.77505934
2018-07-01 04:00:00,-0.77350813,-0.80088043,-0.7737335,-0.77384746,-0.7733728,-0.7745421
2018-07-01 05:00:00,-0.77309513,-0.8005276,-0.7731123,-0.773661,-0.7730266,-0.77389073
2018-07-01 06:00:00,-0.77263623,-0.8001335,-0.7729927,-0.7736184,-0.77273256,-0.7735321
2018-07-01 07:00:00,-0.77213913,-0.7996886,-0.77275896,-0.77345663,-0.77224374,-0.77334225
2018-07-01 08:00:00,-0.7715843,-0.79919446,-0.7729035,-0.77294433,-0.77173823,-0.77277195
2018-07-01 09:00:00,-0.7709548,-0.79863167,-0.7723975,-0.7721206,-0.77106595,-0.7719978
2018-07-01 10:00:00,-0.77023166,-0.7979821,-0.7708826,-0.77117556,-0.77034545,-0.7715311
2018-07-01 11:00:00,-0.76942873,-0.7972367,-0.7693916,-0.7702899,-0.7694106,-0.7706375
2018-07-01 12:00:00,-0.76853156,-0.7964064,-0.7689983,-0.7694933,-0.7686367,-0.76921
2018-07-01 13:00:00,-0.7675556,-0.795467,-0.76886857,-0.76857984,-0.7676687,-0.76948476
2018-07-01 14:00:00,-0.76642627,-0.7944342,-0.7675413,-0.7673144,-0.766567,-0.77003384
2018-07-01 15:00:00,-0.7651565,-0.79323995,-0.7654735,-0.7658164,-0.765213,-0.76892364
2018-07-01 16:00:00,-0.76383007,-0.79190725,-0.7643173,-0.76449597,-0.7639705,-0.7664417
2018-07-01 17:00:00,-0.762711,-0.7905401,-0.7625341,-0.7635322,-0.7627791,-0.7656336
2018-07-01 18:00:00,-0.761801,-0.78940463,-0.76248527,-0.7629121,-0.7618344,-0.7655927
2018-07-01 19:00:00,-0.7610181,-0.7884875,-0.7620624,-0.76243466,-0.7610668,-0.76572305
2018-07-01 20:00:00,-0.7602674,-0.78770036,-0.76107824,-0.7617987,-0.7602647,-0.76597905
2018-07-01 21:00:00,-0.7595271,-0.7869423,-0.7599938,-0.7607497,-0.759573,-0.7659411
2018-07-01 22:00:00,-0.75880593,-0.78618646,-0.76024944,-0.7594373,-0.758872,-0.76513994
2018-07-01 23:00:00,-0.7581219,-0.7854452,-0.759868,-0.7582496,-0.75821334,-0.76469284
2018-07-02 00:00:00,-0.7574779,-0.78473836,-0.75889826,-0.7574798,-0.7576089,-0.7649163
2018-07-02 01:00:00,-0.75688964,-0.7840786,-0.7577258,-0.7570928,-0.7571539,-0.7644706
2018-07-02 02:00:00,-0.7563585,-0.7834895,-0.75719523,-0.75683385,-0.75657547,-0.76302135
2018-07-02 03:00:00,-0.75585574,-0.7829642,-0.75652266,-0.7563691,-0.7559341,-0.7622925
2018-07-02 04:00:00,-0.75536454,-0.7824719,-0.75593966,-0.7555778,-0.75527835,-0.7618253
2018-07-02 05:00:00,-0.75486434,-0.781975,-0.75603473,-0.7546628,-0.7547336,-0.7613822
2018-07-02 06:00:00,-0.75436026,-0.78146493,-0.7557919,-0.7539454,-0.7542052,-0.76100856
2018-07-02 07:00:00,-0.75384814,-0.780934,-0.7551793,-0.7535351,-0.7537761,-0.7607998
2018-07-02 08:00:00,-0.7533285,-0.7803954,-0.7546638,-0.7532659,-0.7533245,-0.76041365
2018-07-02 09:00:00,-0.75278175,-0.779829,-0.7543701,-0.7528623,-0.75278926,-0.7596135
2018-07-02 10:00:00,-0.7522364,-0.77924615,-0.7536801,-0.7521619,-0.75212985,-0.759275
2018-07-02 11:00:00,-0.7517335,-0.7786572,-0.75295675,-0.7512607,-0.7515109,-0.75897753
2018-07-02 12:00:00,-0.7512556,-0.7781495,-0.7523381,-0.75043553,-0.75095963,-0.7586336
2018-07-02 13:00:00,-0.75081056,-0.77765095,-0.7516505,-0.74990505,-0.7504946,-0.7581321
2018-07-02 14:00:00,-0.7503933,-0.7772115,-0.7509847,-0.7496475,-0.7500739,-0.75784934
2018-07-02 15:00:00,-0.7499768,-0.776772,-0.7506931,-0.7494635,-0.7496742,-0.7573897
2018-07-02 16:00:00,-0.7495596,-0.7763476,-0.7503694,-0.74913615,-0.7492139,-0.7571899
2018-07-02 17:00:00,-0.74913114,-0.77589154,-0.74988484,-0.7486131,-0.74873227,-0.7570239
2018-07-02 18:00:00,-0.74867487,-0.7754651,-0.7493702,-0.748017,-0.7482946,-0.756858
2018-07-02 19:00:00,-0.74819475,-0.77499515,-0.74894565,-0.74753374,-0.7478907,-0.7563678
2018-07-02 20:00:00,-0.74768066,-0.7745171,-0.7484822,-0.7472214,-0.74750155,-0.7561054
2018-07-02 21:00:00,-0.747146,-0.7739628,-0.7480353,-0.7469743,-0.74706364,-0.75585186
